harvest_age_hrs,crop_type,distance_km,ambient_temp_c,humidity_pct,rainfall_48h_mm,travel_time_hrs,region,season_month,farmer_experience,bin_quality,vehicle_type,risk_score,risk_label
33.51,leafy_greens,5.76,38.07,40.0,7.44,0.5,maharashtra_2,8,moderate,fair,open,97.38,CRITICAL
74.15,leafy_greens,4.6,25.69,72.21,3.1,0.5,maharashtra_3,4,moderate,fair,refrigerated,63.53,RISKY
23.07,tomato,46.01,33.1,41.61,6.63,1.96,maharashtra_2,9,novice,poor,open,100.0,CRITICAL
436.15,onion,70.96,26.99,65.12,4.71,1.06,maharashtra_1,8,expert,good,open,43.4,RISKY
61.45,tomato,17.86,29.98,51.58,64.41,0.66,maharashtra_2,11,expert,good,covered,73.36,CRITICAL
663.45,potato,2.54,31.01,50.17,7.66,0.57,maharashtra_2,12,novice,fair,covered,49.18,RISKY
172.8,eggplant,2.35,31.3,48.73,36.66,0.5,maharashtra_1,7,moderate,good,refrigerated,53.16,RISKY
69.2,tomato,33.26,23.13,75.03,1.59,0.9,maharashtra_1,10,expert,poor,covered,67.26,RISKY
31.83,eggplant,11.87,30.45,61.26,5.11,0.54,maharashtra_1,2,moderate,good,open,51.04,RISKY
643.01,onion,13.72,35.85,40.0,0.14,0.5,maharashtra_2,10,novice,fair,open,80.41,CRITICAL
693.56,onion,2.21,25.59,69.42,2.42,0.95,maharashtra_3,3,novice,poor,covered,91.05,CRITICAL
58.53,eggplant,17.36,23.66,67.23,10.02,0.59,maharashtra_1,4,moderate,poor,covered,65.27,RISKY
157.87,eggplant,41.22,25.62,70.49,1.16,1.76,maharashtra_1,8,moderate,good,open,74.77,CRITICAL
447.4,onion,10.69,37.05,40.0,5.72,0.5,maharashtra_2,2,expert,good,open,39.73,RISKY
129.6,tomato,10.96,24.23,70.15,1.12,0.5,maharashtra_3,1,moderate,fair,open,83.53,CRITICAL
86.4,leafy_greens,16.98,26.81,68.3,0.77,0.78,maharashtra_3,12,expert,good,open,69.98,RISKY
81.14,eggplant,10.38,31.42,43.91,25.22,0.5,maharashtra_1,2,moderate,fair,open,79.45,CRITICAL
51.76,tomato,28.29,33.69,40.0,3.06,0.5,maharashtra_2,8,expert,good,refrigerated,48.54,RISKY
326.13,onion,18.75,31.09,52.21,1.59,0.5,maharashtra_2,10,novice,good,covered,48.69,RISKY
975.88,onion,18.11,26.25,58.9,2.49,1.33,maharashtra_2,2,novice,good,covered,74.57,CRITICAL
6.17,tomato,13.12,32.54,52.39,7.15,1.02,maharashtra_2,1,moderate,good,covered,58.24,RISKY
46.97,leafy_greens,6.49,26.46,59.97,2.1,0.5,maharashtra_1,9,moderate,fair,covered,80.9,CRITICAL
517.13,potato,19.2,32.17,47.1,5.61,0.8,maharashtra_1,10,moderate,fair,open,33.13,SAFE
41.26,tomato,2.1,33.17,47.14,20.26,0.5,maharashtra_2,4,expert,good,covered,60.04,RISKY
1656.3,potato,2.17,24.0,81.59,84.68,0.91,maharashtra_1,5,novice,poor,open,79.61,CRITICAL
1461.71,potato,2.9,29.75,46.73,1.34,0.57,maharashtra_1,6,novice,good,open,62.79,RISKY
1242.19,potato,2.05,24.74,63.19,0.69,0.5,maharashtra_1,12,expert,good,open,35.76,RISKY
50.67,tomato,14.09,27.57,58.67,2.67,0.5,maharashtra_2,7,novice,good,open,81.22,CRITICAL
57.13,leafy_greens,11.07,24.2,69.27,46.11,1.01,maharashtra_3,11,expert,good,covered,69.65,RISKY
20.93,leafy_greens,46.84,29.57,43.17,44.58,1.86,maharashtra_3,12,novice,poor,covered,100.0,CRITICAL
68.35,leafy_greens,7.36,29.18,62.7,3.44,0.5,maharashtra_3,1,novice,poor,covered,100.0,CRITICAL
15.31,tomato,27.72,27.42,70.07,3.8,0.5,maharashtra_1,4,novice,good,covered,47.66,RISKY
35.56,tomato,19.93,22.8,76.25,0.81,0.91,maharashtra_3,2,novice,fair,covered,49.15,RISKY
1397.16,potato,8.55,35.94,40.0,9.55,0.88,maharashtra_2,3,expert,poor,covered,60.55,RISKY
35.37,leafy_greens,18.77,25.92,60.58,12.73,0.66,maharashtra_3,4,novice,good,covered,89.79,CRITICAL
86.4,leafy_greens,11.55,32.46,58.65,17.43,0.5,maharashtra_1,4,novice,fair,open,100.0,CRITICAL
422.44,onion,14.08,28.89,60.85,2.59,0.5,maharashtra_3,3,moderate,fair,open,56.55,RISKY
579.64,onion,12.13,32.03,43.56,8.8,0.5,maharashtra_2,9,moderate,good,covered,62.3,RISKY
3141.57,potato,11.0,29.44,53.23,0.13,0.5,maharashtra_1,12,novice,fair,covered,74.31,CRITICAL
697.66,onion,11.42,23.94,78.86,3.06,0.5,maharashtra_1,2,expert,good,covered,65.92,RISKY
68.69,tomato,24.32,38.23,40.0,9.92,1.1,maharashtra_2,7,moderate,good,open,88.84,CRITICAL
68.24,onion,7.87,35.27,45.53,7.01,0.5,maharashtra_2,10,moderate,fair,open,38.75,RISKY
129.6,tomato,48.11,32.11,46.69,33.46,2.14,maharashtra_1,2,expert,poor,open,100.0,CRITICAL
19.7,leafy_greens,35.32,24.73,71.33,2.79,1.22,maharashtra_3,12,moderate,poor,covered,86.26,CRITICAL
453.67,potato,16.82,29.97,56.54,17.7,0.94,maharashtra_1,3,moderate,good,covered,29.41,SAFE
172.8,eggplant,28.54,26.8,64.77,0.26,0.92,maharashtra_3,4,expert,good,open,48.55,RISKY
19.56,leafy_greens,18.35,29.53,55.42,0.25,1.45,maharashtra_1,12,expert,poor,open,91.34,CRITICAL
46.27,leafy_greens,12.47,29.88,51.21,3.14,0.57,maharashtra_1,8,moderate,fair,open,97.68,CRITICAL
1226.02,onion,21.95,23.55,86.6,5.9,1.4,maharashtra_1,12,moderate,good,refrigerated,60.32,RISKY
490.7,onion,25.4,31.63,50.77,5.54,1.11,maharashtra_2,3,novice,good,covered,59.73,RISKY
187.62,onion,12.99,39.66,40.0,0.58,0.5,maharashtra_2,2,moderate,good,open,31.8,SAFE
36.39,leafy_greens,20.59,27.41,58.3,1.53,1.22,maharashtra_1,9,novice,fair,open,100.0,CRITICAL
308.65,onion,20.36,32.39,43.3,3.67,0.5,maharashtra_2,3,novice,good,covered,53.59,RISKY
707.23,onion,8.28,32.81,40.21,2.19,0.5,maharashtra_2,4,moderate,good,open,69.85,RISKY
31.21,tomato,5.42,34.24,42.44,17.7,0.5,maharashtra_2,2,novice,poor,covered,92.83,CRITICAL
1528.04,potato,15.58,28.74,54.44,46.69,0.53,maharashtra_3,3,novice,good,open,70.91,CRITICAL
491.14,onion,19.45,26.16,64.32,6.25,0.5,maharashtra_3,7,moderate,fair,covered,58.17,RISKY
60.19,leafy_greens,2.24,32.28,54.04,0.29,0.5,maharashtra_2,12,novice,fair,covered,99.08,CRITICAL
13.85,leafy_greens,32.82,23.53,74.12,5.72,1.4,maharashtra_3,12,moderate,fair,covered,74.85,CRITICAL
163.17,eggplant,4.56,20.87,78.77,10.18,0.5,maharashtra_3,3,expert,poor,refrigerated,41.96,RISKY
37.21,eggplant,34.73,28.06,57.32,4.75,1.17,maharashtra_1,5,expert,fair,refrigerated,42.47,RISKY
51.13,tomato,16.58,25.3,66.63,3.65,0.5,maharashtra_1,10,novice,good,covered,72.26,CRITICAL
632.24,onion,27.73,24.73,73.09,4.61,0.74,maharashtra_3,3,expert,good,covered,57.14,RISKY
33.21,tomato,16.04,27.93,65.49,5.27,0.82,maharashtra_3,10,novice,good,open,79.72,CRITICAL
447.07,potato,3.57,34.92,45.92,9.25,0.5,maharashtra_2,1,expert,fair,open,29.95,SAFE
13.37,leafy_greens,3.65,29.28,62.03,1.23,0.5,maharashtra_1,4,moderate,fair,open,56.15,RISKY
553.91,potato,41.52,27.17,69.84,6.89,1.8,maharashtra_3,2,expert,fair,open,33.65,SAFE
57.19,tomato,16.16,25.32,69.97,1.08,0.5,maharashtra_1,8,expert,good,open,62.93,RISKY
6.67,leafy_greens,5.64,30.22,55.52,2.54,0.5,maharashtra_2,8,novice,fair,open,70.42,CRITICAL
86.4,leafy_greens,71.21,24.74,68.24,1.72,1.81,maharashtra_2,10,novice,good,open,100.0,CRITICAL
51.23,tomato,2.69,29.14,59.4,1.31,0.5,maharashtra_1,10,moderate,fair,open,89.48,CRITICAL
123.92,tomato,6.45,26.88,67.19,22.98,0.5,maharashtra_3,10,expert,fair,refrigerated,49.64,RISKY
507.8,onion,2.59,30.32,50.48,19.1,0.5,maharashtra_2,10,novice,poor,open,82.29,CRITICAL
39.28,leafy_greens,3.31,34.92,42.13,5.0,0.5,maharashtra_2,6,moderate,poor,covered,100.0,CRITICAL
297.9,onion,30.7,26.18,65.67,4.65,0.85,maharashtra_1,9,novice,fair,open,58.74,RISKY
86.4,leafy_greens,18.62,29.02,53.5,3.19,0.85,maharashtra_3,9,moderate,fair,refrigerated,74.0,CRITICAL
69.33,tomato,4.99,27.63,58.48,67.05,0.5,maharashtra_1,3,novice,fair,open,100.0,CRITICAL
29.99,tomato,23.51,38.64,40.0,0.75,1.66,maharashtra_2,4,novice,fair,refrigerated,68.48,RISKY
22.59,tomato,9.78,26.45,63.42,2.99,0.5,maharashtra_1,5,moderate,good,open,58.07,RISKY
788.56,potato,9.22,28.61,51.31,15.41,0.98,maharashtra_1,9,expert,fair,refrigerated,28.8,SAFE
12.01,leafy_greens,26.96,27.12,67.55,0.32,0.89,maharashtra_3,3,moderate,fair,open,72.65,CRITICAL
872.03,onion,34.5,27.78,60.24,8.16,0.61,maharashtra_2,1,moderate,good,open,69.54,RISKY
448.15,potato,22.89,28.08,59.57,6.92,0.5,maharashtra_3,7,moderate,fair,refrigerated,30.33,SAFE
174.35,onion,20.83,26.55,63.32,6.2,1.62,maharashtra_1,10,novice,fair,open,47.94,RISKY
678.2,onion,16.09,30.73,53.65,4.2,0.5,maharashtra_2,12,moderate,fair,open,77.09,CRITICAL
12.45,eggplant,14.57,40.0,40.0,23.98,0.5,maharashtra_2,1,expert,good,refrigerated,22.3,SAFE
127.52,onion,20.98,27.88,57.82,0.59,0.5,maharashtra_1,2,novice,poor,covered,56.15,RISKY
91.02,tomato,10.69,35.87,44.52,30.38,0.88,maharashtra_2,11,novice,fair,open,100.0,CRITICAL
91.64,tomato,39.53,30.92,54.99,3.9,0.7,maharashtra_3,12,expert,good,open,69.86,RISKY
556.85,potato,3.88,30.94,48.89,6.23,0.5,maharashtra_2,4,novice,good,open,40.46,RISKY
827.12,onion,33.63,23.99,70.82,1.43,1.52,maharashtra_3,12,moderate,poor,refrigerated,62.48,RISKY
2565.8,potato,7.18,23.5,74.35,5.59,0.5,maharashtra_3,12,novice,poor,refrigerated,45.71,RISKY
1149.68,onion,3.02,22.64,79.02,14.05,0.5,maharashtra_3,6,novice,good,open,74.64,CRITICAL
129.6,tomato,9.82,24.45,81.93,2.3,0.56,maharashtra_1,3,novice,fair,open,82.96,CRITICAL
600.57,onion,13.67,27.86,59.96,8.79,0.5,maharashtra_1,7,moderate,poor,open,79.99,CRITICAL
30.57,tomato,10.22,37.02,40.0,1.93,0.5,maharashtra_2,3,novice,fair,refrigerated,52.71,RISKY
923.81,onion,8.03,33.18,52.05,9.77,0.5,maharashtra_2,2,novice,poor,open,95.33,CRITICAL
1131.09,onion,6.8,29.96,59.89,3.55,0.5,maharashtra_3,1,novice,fair,open,80.0,CRITICAL
13.87,tomato,4.24,23.67,81.83,8.15,0.5,maharashtra_2,1,moderate,good,open,33.8,SAFE
504.12,onion,42.04,33.2,40.0,2.48,1.04,maharashtra_2,6,expert,good,open,51.05,RISKY
613.48,onion,10.99,34.01,51.51,5.89,1.7,maharashtra_1,4,expert,fair,open,65.2,RISKY
127.76,eggplant,3.73,29.65,55.02,1.17,0.5,maharashtra_3,4,moderate,fair,open,75.57,CRITICAL
30.29,leafy_greens,46.12,32.31,46.23,2.07,1.43,maharashtra_2,7,moderate,good,open,95.98,CRITICAL
962.44,potato,3.99,26.83,64.54,1.56,0.5,maharashtra_1,10,moderate,poor,open,53.3,RISKY
1043.7,onion,5.75,29.13,63.58,53.84,0.5,maharashtra_1,8,expert,fair,open,72.75,CRITICAL
34.21,leafy_greens,12.3,31.37,47.95,12.24,1.15,maharashtra_3,11,novice,fair,open,100.0,CRITICAL
283.42,onion,4.37,30.62,55.22,0.23,0.5,maharashtra_1,10,moderate,poor,open,56.79,RISKY
59.78,tomato,12.84,30.68,53.2,3.74,0.5,maharashtra_2,6,moderate,good,open,77.74,CRITICAL
89.24,onion,34.45,25.56,68.79,2.63,1.82,maharashtra_3,11,novice,poor,refrigerated,34.3,SAFE
154.39,eggplant,4.48,27.09,64.02,8.58,0.5,maharashtra_2,8,moderate,good,open,66.95,RISKY
58.76,eggplant,7.24,31.72,51.9,2.0,0.5,maharashtra_1,7,novice,good,open,61.2,RISKY
677.54,potato,4.59,29.05,57.1,1.54,0.5,maharashtra_2,4,expert,fair,covered,26.88,SAFE
2767.51,potato,13.73,35.82,40.0,1.56,0.5,maharashtra_2,5,moderate,good,open,70.2,CRITICAL
876.15,onion,7.6,36.9,40.0,5.29,0.5,maharashtra_2,12,expert,good,covered,50.93,RISKY
1166.57,onion,28.1,34.84,42.74,5.03,1.71,maharashtra_2,11,novice,good,open,74.04,CRITICAL
9.98,tomato,55.36,35.86,40.0,1.0,1.28,maharashtra_2,5,novice,good,open,71.6,CRITICAL
406.03,onion,17.81,26.24,70.25,3.25,0.5,maharashtra_1,3,expert,poor,refrigerated,40.13,RISKY
272.02,onion,11.57,29.75,48.28,11.22,0.5,maharashtra_2,12,expert,good,refrigerated,24.44,SAFE
5.98,leafy_greens,5.88,29.43,56.0,0.81,0.5,maharashtra_3,9,moderate,poor,refrigerated,46.07,RISKY
64.37,tomato,3.28,26.58,65.93,0.14,0.5,maharashtra_1,10,expert,good,open,69.95,RISKY
129.6,tomato,7.16,31.67,56.95,0.63,0.5,maharashtra_2,9,moderate,good,covered,81.18,CRITICAL
52.49,leafy_greens,40.62,28.15,68.64,2.66,0.5,maharashtra_1,8,moderate,good,refrigerated,51.91,RISKY
277.35,onion,11.32,34.89,41.27,4.74,0.87,maharashtra_2,5,novice,good,open,47.5,RISKY
672.2,potato,17.65,23.08,75.67,34.27,0.5,maharashtra_3,4,moderate,fair,open,35.82,RISKY
340.24,onion,17.51,29.48,49.02,1.5,0.5,maharashtra_3,10,moderate,fair,open,45.98,RISKY
875.67,onion,7.86,27.12,63.52,15.49,0.5,maharashtra_1,12,expert,good,open,50.91,RISKY
40.1,tomato,8.85,24.4,70.96,4.18,0.5,maharashtra_1,6,novice,fair,open,68.31,RISKY
798.26,onion,13.82,25.02,73.78,3.88,1.06,maharashtra_3,6,moderate,good,covered,60.3,RISKY
27.86,eggplant,12.24,26.88,64.79,0.07,1.47,maharashtra_1,4,novice,fair,refrigerated,43.22,RISKY
373.94,onion,49.24,30.07,56.5,4.43,1.47,maharashtra_1,10,moderate,good,covered,53.1,RISKY
3888.0,potato,18.28,25.19,74.5,1.26,0.52,maharashtra_3,12,expert,good,covered,49.01,RISKY
2016.93,potato,5.52,39.45,40.0,5.62,0.5,maharashtra_2,2,expert,good,covered,50.48,RISKY
41.1,leafy_greens,2.87,36.34,40.0,3.43,0.68,maharashtra_2,7,expert,good,open,72.98,CRITICAL
290.55,onion,9.36,25.9,68.83,7.23,0.5,maharashtra_3,1,novice,good,covered,38.16,RISKY
365.98,onion,4.61,29.22,53.03,14.67,0.5,maharashtra_2,4,novice,poor,open,71.93,CRITICAL
65.55,tomato,2.01,31.77,51.16,0.65,0.66,maharashtra_2,4,moderate,good,covered,85.33,CRITICAL
712.01,onion,5.88,29.08,56.26,25.95,0.61,maharashtra_1,4,moderate,poor,open,80.46,CRITICAL
107.62,tomato,37.76,25.12,66.57,0.33,0.61,maharashtra_1,3,expert,good,open,75.05,CRITICAL
33.08,leafy_greens,7.2,33.21,47.76,1.72,0.5,maharashtra_2,7,expert,good,open,76.55,CRITICAL
495.74,potato,9.7,26.06,67.39,0.59,0.5,maharashtra_3,10,novice,fair,open,49.68,RISKY
128.61,tomato,18.66,33.36,49.76,13.88,0.68,maharashtra_2,12,expert,poor,open,100.0,CRITICAL
709.94,onion,18.55,26.15,69.96,0.4,0.5,maharashtra_1,3,moderate,fair,open,71.91,CRITICAL
88.2,tomato,5.88,34.97,41.95,1.15,0.5,maharashtra_2,1,novice,good,open,98.21,CRITICAL
396.69,onion,7.15,25.87,68.8,0.38,0.5,maharashtra_1,12,novice,good,open,54.96,RISKY
16.27,leafy_greens,76.8,22.89,74.89,5.36,2.55,maharashtra_3,10,expert,good,open,61.34,RISKY
783.7,onion,4.42,36.19,40.0,9.15,0.5,maharashtra_2,11,novice,poor,open,94.36,CRITICAL
3107.84,potato,2.61,27.68,62.76,2.14,0.5,maharashtra_2,3,expert,fair,open,73.09,CRITICAL
49.43,tomato,7.32,36.01,40.0,10.79,0.5,maharashtra_2,4,expert,fair,covered,70.56,CRITICAL
103.28,tomato,6.1,28.56,53.9,0.57,0.5,maharashtra_2,1,expert,fair,open,76.65,CRITICAL
261.45,onion,13.78,27.63,58.85,4.38,1.5,maharashtra_3,5,moderate,good,covered,38.28,RISKY
21.37,tomato,19.42,29.41,57.55,8.2,1.8,maharashtra_1,1,moderate,good,covered,63.8,RISKY
16.76,tomato,17.65,22.9,80.83,0.7,1.14,maharashtra_3,11,expert,good,covered,36.37,RISKY
1167.08,onion,14.5,25.79,72.15,1.12,0.5,maharashtra_1,1,moderate,poor,open,89.1,CRITICAL
57.98,onion,4.68,36.32,45.8,1.4,0.54,maharashtra_2,5,novice,good,covered,41.39,RISKY
36.97,tomato,51.37,23.96,73.84,3.48,1.03,maharashtra_3,2,moderate,fair,open,57.44,RISKY
536.23,onion,3.59,22.9,72.82,37.02,0.5,maharashtra_3,11,novice,good,open,77.13,CRITICAL
77.18,eggplant,36.02,37.19,40.0,0.25,0.95,maharashtra_2,3,expert,fair,covered,62.28,RISKY
1099.89,potato,14.6,28.15,59.19,14.57,0.5,maharashtra_2,1,expert,fair,open,48.16,RISKY
877.34,onion,11.47,36.46,40.0,33.26,0.5,maharashtra_2,2,novice,good,refrigerated,51.48,RISKY
954.94,onion,3.85,32.17,43.29,1.56,0.83,maharashtra_2,9,moderate,good,covered,59.29,RISKY
51.16,tomato,12.06,30.72,59.46,1.72,0.5,maharashtra_2,1,expert,good,open,57.96,RISKY
54.89,eggplant,12.98,28.86,56.91,12.16,0.58,maharashtra_1,3,moderate,good,covered,58.54,RISKY
28.32,eggplant,8.12,30.38,63.71,5.8,0.5,maharashtra_2,11,moderate,fair,refrigerated,38.4,RISKY
15.4,leafy_greens,4.24,33.26,46.9,3.17,0.5,maharashtra_2,11,moderate,poor,open,86.3,CRITICAL
27.02,tomato,16.93,35.71,44.28,1.05,0.5,maharashtra_2,8,moderate,fair,open,75.73,CRITICAL
61.74,tomato,3.41,38.7,40.0,3.12,0.5,maharashtra_2,4,moderate,fair,covered,95.05,CRITICAL
2.42,tomato,14.66,30.4,59.66,5.9,1.44,maharashtra_1,2,novice,good,covered,54.33,RISKY
1.83,leafy_greens,29.25,20.06,82.55,2.12,0.93,maharashtra_1,8,expert,fair,open,32.69,SAFE
11.71,leafy_greens,28.83,33.44,46.76,1.44,0.7,maharashtra_2,11,novice,fair,open,85.95,CRITICAL
2888.52,potato,10.53,30.76,51.27,0.51,0.5,maharashtra_1,11,moderate,good,covered,55.01,RISKY
95.37,tomato,35.0,28.61,52.78,28.77,1.56,maharashtra_3,3,moderate,good,covered,86.88,CRITICAL
40.56,leafy_greens,11.46,29.78,59.3,3.46,0.5,maharashtra_2,11,moderate,fair,open,89.47,CRITICAL
87.51,tomato,19.03,32.47,53.42,4.4,0.73,maharashtra_2,5,novice,good,open,93.99,CRITICAL
75.05,eggplant,2.25,24.95,71.38,4.81,0.5,maharashtra_3,2,expert,good,open,54.23,RISKY
41.47,tomato,10.83,23.74,79.89,0.21,0.88,maharashtra_3,6,moderate,good,refrigerated,40.18,RISKY
24.28,eggplant,2.78,26.69,55.98,29.55,0.5,maharashtra_1,3,novice,fair,open,60.25,RISKY
62.21,leafy_greens,6.67,26.26,60.79,4.68,0.71,maharashtra_1,12,novice,good,open,93.88,CRITICAL
60.68,tomato,42.98,35.22,40.0,4.5,1.19,maharashtra_2,11,expert,good,open,89.2,CRITICAL
2410.67,potato,28.65,21.46,72.12,34.1,1.36,maharashtra_3,5,novice,poor,open,71.02,CRITICAL
36.94,tomato,6.9,27.32,67.65,2.89,0.5,maharashtra_1,4,expert,good,refrigerated,39.35,RISKY
39.91,leafy_greens,6.49,26.64,61.98,0.21,0.5,maharashtra_1,5,novice,good,covered,78.72,CRITICAL
56.85,eggplant,24.9,27.54,58.93,17.32,0.5,maharashtra_2,6,novice,poor,covered,72.74,CRITICAL
26.89,tomato,9.73,29.73,52.51,1.11,0.5,maharashtra_1,3,moderate,good,open,57.99,RISKY
929.62,onion,8.47,30.1,55.12,7.31,0.5,maharashtra_2,9,moderate,fair,covered,75.61,CRITICAL
151.13,onion,18.71,29.78,55.44,2.36,0.76,maharashtra_3,1,novice,fair,covered,41.41,RISKY
59.86,eggplant,27.15,39.77,40.0,0.21,0.68,maharashtra_2,7,moderate,poor,open,81.71,CRITICAL
24.16,tomato,2.06,19.89,87.66,29.5,0.5,maharashtra_3,8,expert,good,refrigerated,16.12,SAFE
44.51,tomato,2.88,34.66,44.08,10.61,0.94,maharashtra_2,9,novice,good,covered,87.4,CRITICAL
388.76,onion,4.28,23.24,77.96,3.73,0.5,maharashtra_3,3,moderate,fair,covered,68.84,RISKY
61.34,tomato,18.61,27.42,63.68,7.75,0.5,maharashtra_1,12,novice,fair,covered,91.2,CRITICAL
18.26,tomato,30.44,24.31,64.89,1.47,0.82,maharashtra_3,7,moderate,good,covered,47.25,RISKY
66.39,tomato,6.95,23.23,73.01,3.57,1.38,maharashtra_3,11,expert,good,open,63.05,RISKY
36.18,tomato,14.14,27.36,65.69,10.24,0.84,maharashtra_1,7,expert,poor,covered,76.46,CRITICAL
83.62,eggplant,45.87,31.38,55.55,0.12,0.63,maharashtra_1,8,moderate,good,open,70.43,CRITICAL
26.53,tomato,5.14,25.12,68.51,11.81,0.5,maharashtra_1,3,moderate,good,refrigerated,25.83,SAFE
195.93,onion,11.34,33.85,47.13,3.66,0.5,maharashtra_2,11,expert,fair,open,34.93,SAFE
19.98,tomato,3.72,34.39,42.93,18.18,0.5,maharashtra_2,5,novice,fair,open,67.93,RISKY
54.78,leafy_greens,8.69,23.02,67.16,16.27,0.5,maharashtra_2,8,expert,poor,open,89.14,CRITICAL
1066.75,onion,6.12,22.69,84.41,1.09,0.5,maharashtra_3,3,novice,good,refrigerated,52.64,RISKY
63.72,eggplant,13.96,33.54,52.11,3.6,0.73,maharashtra_2,2,moderate,good,covered,60.15,RISKY
15.98,tomato,11.11,24.91,71.0,4.6,0.5,maharashtra_1,10,novice,good,covered,47.1,RISKY
61.14,leafy_greens,19.5,30.96,42.37,6.77,0.5,maharashtra_1,9,moderate,fair,covered,100.0,CRITICAL
59.64,leafy_greens,14.37,35.02,42.58,2.49,0.5,maharashtra_2,9,expert,fair,covered,81.15,CRITICAL
448.57,onion,47.92,24.61,70.96,0.11,1.33,maharashtra_3,3,expert,good,open,42.03,RISKY
488.09,onion,5.46,32.05,42.54,0.58,0.5,maharashtra_2,2,novice,fair,covered,73.74,CRITICAL
561.47,onion,13.55,33.94,49.4,1.16,0.57,maharashtra_2,5,moderate,poor,open,77.77,CRITICAL
1169.91,potato,17.98,27.9,69.19,0.13,0.5,maharashtra_1,12,moderate,good,covered,42.08,RISKY
594.4,onion,10.21,24.18,69.15,1.35,0.62,maharashtra_1,8,novice,fair,covered,75.55,CRITICAL
265.53,onion,21.14,26.91,72.61,3.5,0.63,maharashtra_3,7,expert,fair,open,46.46,RISKY
1694.7,potato,9.33,36.57,40.0,40.21,0.5,maharashtra_2,12,moderate,fair,open,81.79,CRITICAL
16.22,tomato,9.17,31.21,46.05,0.02,0.81,maharashtra_2,10,expert,fair,open,51.07,RISKY
71.77,leafy_greens,22.03,30.49,52.01,1.2,0.89,maharashtra_2,11,expert,good,covered,68.97,RISKY
10.61,tomato,2.6,23.93,79.16,3.69,0.82,maharashtra_3,6,moderate,fair,covered,41.06,RISKY
100.52,tomato,10.83,26.33,52.72,45.1,0.55,maharashtra_3,12,expert,poor,covered,100.0,CRITICAL
798.6,onion,17.72,31.03,43.93,0.59,0.5,maharashtra_2,7,expert,fair,open,68.15,RISKY
24.77,onion,37.17,31.26,54.02,2.32,0.5,maharashtra_1,10,expert,poor,open,31.69,SAFE
47.28,tomato,82.35,32.5,50.34,5.98,3.74,maharashtra_2,2,novice,fair,open,100.0,CRITICAL
17.53,leafy_greens,41.5,25.77,60.75,9.69,1.71,maharashtra_1,5,moderate,fair,open,76.22,CRITICAL
85.12,eggplant,21.41,29.14,51.92,2.1,0.76,maharashtra_3,10,expert,fair,open,70.47,CRITICAL
34.87,tomato,3.16,23.78,77.27,2.64,0.5,maharashtra_3,2,moderate,good,open,50.26,RISKY
18.15,eggplant,7.67,22.38,75.15,7.38,1.21,maharashtra_3,7,novice,fair,covered,41.08,RISKY
5.52,eggplant,7.66,24.98,68.26,5.9,0.5,maharashtra_3,11,novice,poor,covered,39.18,RISKY
44.2,leafy_greens,10.0,29.34,53.1,2.8,0.5,maharashtra_3,9,moderate,good,open,86.1,CRITICAL
41.28,eggplant,4.62,33.12,40.9,2.47,0.5,maharashtra_2,6,novice,poor,open,67.75,RISKY
7.5,leafy_greens,10.82,27.98,64.91,0.22,0.5,maharashtra_1,1,moderate,poor,open,70.47,CRITICAL
1030.21,potato,11.86,28.66,66.56,16.53,0.5,maharashtra_1,2,novice,fair,open,59.19,RISKY
1296.0,onion,28.87,28.47,63.98,4.18,0.58,maharashtra_1,2,novice,fair,open,80.0,CRITICAL
198.66,onion,13.85,34.58,45.16,3.51,0.5,maharashtra_2,8,moderate,poor,open,51.5,RISKY
421.03,onion,10.15,29.71,53.51,4.84,0.5,maharashtra_2,12,moderate,fair,open,50.25,RISKY
14.78,leafy_greens,12.63,31.26,59.27,2.84,0.5,maharashtra_2,3,moderate,fair,open,66.5,RISKY
941.27,onion,9.87,30.79,59.25,1.69,0.5,maharashtra_2,9,novice,poor,covered,95.72,CRITICAL
3379.35,potato,34.43,26.27,58.89,0.01,1.11,maharashtra_1,2,moderate,fair,covered,63.29,RISKY
258.32,onion,2.28,34.78,40.0,0.3,0.5,maharashtra_2,10,moderate,good,open,45.08,RISKY
129.6,tomato,17.6,26.01,61.45,3.46,0.86,maharashtra_1,9,moderate,fair,covered,88.68,CRITICAL
41.87,leafy_greens,16.14,19.93,86.51,91.21,0.5,maharashtra_3,3,moderate,fair,covered,93.31,CRITICAL
9.02,tomato,4.03,30.18,54.36,2.06,1.15,maharashtra_2,12,moderate,fair,open,73.2,CRITICAL
59.44,tomato,3.28,31.71,50.37,2.39,0.5,maharashtra_1,2,novice,fair,covered,91.75,CRITICAL
13.35,tomato,57.4,36.33,40.0,1.39,1.73,maharashtra_2,9,moderate,poor,covered,90.9,CRITICAL
373.59,onion,30.49,27.27,55.85,7.06,0.74,maharashtra_3,10,moderate,fair,covered,65.01,RISKY
14.38,leafy_greens,12.32,33.05,46.59,4.15,0.5,maharashtra_2,1,novice,good,open,84.29,CRITICAL
23.9,leafy_greens,13.27,28.64,56.77,0.86,0.5,maharashtra_1,10,expert,fair,open,66.81,RISKY
486.42,onion,18.74,30.17,50.2,3.4,0.5,maharashtra_1,8,expert,fair,covered,51.89,RISKY
150.33,onion,8.46,37.94,40.0,4.9,0.5,maharashtra_2,2,expert,fair,covered,43.85,RISKY
7.86,tomato,2.12,28.69,63.85,0.7,0.51,maharashtra_1,9,expert,good,covered,41.51,RISKY
